"","Country","YearMonth","Query1","Query2","Query3","Query4","Query5","Query6","Query7","Query8","Query9","Query10","Query11","Query12","Query13","Query14","Query15","Query16","Query17","Query18","Query19","Query20","Query21","Query22","Query23","Query24","Query25","Query26","Query27","Query28","Query29","Query30","Query31","Query32","Query33","Query34","Query35","Query36","Query37","Query38","Query39","Query40"
"93","US",2011-11-01,NA,"feminism definition","what is feminism","feminism quotes","radical feminism","second wave feminism","third wave feminism","liberal feminism","feminist theory","waves of feminism","what is a feminist","fema","ladies against feminism","full frontal feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","CA",2011-11-01,"liberal feminism","third wave feminism","radical feminism","second wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","IN",2011-11-01,"lesbian feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","GB",2011-11-01,"radical feminism","feminism definition","what is feminism","liberal feminism","marxist feminism","second wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","US",2011-12-01,NA,"feminism definition","what is feminism","feminism quotes","third wave feminism","radical feminism","post feminism","full frontal feminism","feminist theory","second wave feminism","ryan gosling feminism","waves of feminism","first wave feminism","feminism 101","marxist feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","CA",2011-12-01,"radical feminism","second wave feminism","feminism quotes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","GB",2011-12-01,"feminism definition","liberal feminism","radical feminism","what is feminism","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","AU",2011-09-01,"second wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","US",2012-01-01,NA,"feminism definition","what is feminism","feminism quotes","feminism is for everybody","radical feminism","post feminism","second wave feminism","full frontal feminism","third wave feminism","marxist feminism","first wave feminism","feminist ryan gosling","feminist quotes","ladies against feminism","sex positive feminism","feminism is for everybody pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","IN",2012-01-01,"lesbian feminism","lesbian vampire killers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","GB",2012-01-01,"post feminism","what is feminism","radical feminism","feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","US",2012-02-01,NA,"feminism definition","what is feminism","second wave feminism","feminism quotes","post feminism","third wave feminism","radical feminism","black feminism","liberal feminism","history of feminism","first wave feminism","ladies against feminism","equal rights amendment","full frontal feminism","sex positive feminism","feminist ryan gosling","post modern feminism","waves of feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","CA",2012-02-01,"what is feminism","radical feminism","second wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","IN",2012-02-01,"feminism in india",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","US",2012-03-01,NA,"feminism definition","what is feminism","feminism quotes","second wave feminism","sex positive feminism","black feminism","liberal feminism","third wave feminism","radical feminism","feminist definition","waves of feminism","marxist feminism","ladies against feminism","love joy feminism","what is a feminist","feminist ryan gosling","equal rights amendment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","CA",2012-03-01,"feminism definition",NA,"third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","IN",2012-03-01,"feminism in india","lesbian feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","GB",2012-03-01,"radical feminism","second wave feminism",NA,"sex positive feminism","germaine greer","marxist feminism","liberal feminism","sex positions to conceive a baby boy","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","US",2012-04-01,NA,"feminism definition","what is feminism","sex positive feminism","second wave feminism","feminism quotes","third wave feminism","radical feminism","black feminism","first wave feminism","liberal feminism","love joy feminism","post feminism","ladies against feminism","anti feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","GB",2012-04-01,"what is feminism","feminism definition","liberal feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","US",2012-05-01,NA,"feminism definition","what is feminism","second wave feminism","sex positive feminism","black feminism","first wave feminism","radical feminism","third wave feminism","liberal feminism","anti feminism","love joy feminism","ladies against feminism","what is a feminist","feminist definition","full frontal feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","CA",2012-05-01,"feminism definition","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","IN",2012-05-01,"lesbian feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","GB",2012-05-01,"radical feminism","feminism definition","second wave feminism","liberal feminism","marxist feminism","post feminism","sex positive feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","US",2012-06-01,NA,"what is feminism","feminism definition","sex positive feminism","third wave feminism","second wave feminism","first wave feminism","love joy feminism","radical feminism","liberal feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","CA",2012-06-01,"feminism definition","first wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","GB",2012-06-01,"what is feminism","liberal feminism","radical feminism","post feminism","sex positive feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","US",2012-07-01,NA,"what is feminism","feminism definition","third wave feminism","sex positive feminism","love joy feminism","second wave feminism","feminist ryan gosling","who needs feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","CA",2012-07-01,"third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","IN",2012-07-01,"lesbian feminism","letsbuy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","US",2012-08-01,NA,"what is feminism","feminism definition","feminism quotes","full frontal feminism","second wave feminism","third wave feminism","sex positive feminism","marxist feminism","love joy feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","US",2012-09-01,NA,"feminism definition","what is feminism","feminism quotes","second wave feminism","third wave feminism","first wave feminism","feminist definition","love joy feminism","full frontal feminism","liberal feminism","sex positive feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","GB",2012-09-01,"feminism definition","what is feminism",NA,"radical feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","US",2012-10-01,NA,"feminism definition","what is feminism","feminism quotes","black feminism","second wave feminism","radical feminism","third wave feminism","first wave feminism","feminist definition","sex positive feminism","bell hooks","marxist feminism","liberal feminism","love joy feminism","postmodern feminism","full frontal feminism","conservative feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","CA",2012-10-01,"radical feminism","feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","IN",2012-10-01,"feminism meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","GB",2012-10-01,"what is feminism","marxist feminism","second wave feminism","radical feminism","liberal feminism","marxism","feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","US",2012-11-01,NA,"feminism definition","what is feminism","feminism quotes","second wave feminism","radical feminism","third wave feminism","post feminism","first wave feminism","sex positive feminism","feminism is for everybody","love joy feminism","feminist definition","ladies against feminism","liberal feminism","i need feminism because","opposite of feminism","marxist feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","CA",2012-11-01,"what is feminism","radical feminism","second wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","GB",2012-11-01,"what is feminism","feminism definition","radical feminism","marxist feminism","post feminism","liberal feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","US",2012-12-01,NA,"feminism definition","what is feminism","second wave feminism","third wave feminism","feminism quotes","liberal feminism","black feminism","radical feminism","marxist feminism","post feminism","love joy feminism","waves of feminism","jezebel","feminism is for everybody","i need feminism because","sex positive feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","CA",2012-12-01,"feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","IN",2012-12-01,"lesbian feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","AU",2012-06-01,"second wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","AU",2012-08-01,"feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","US",2013-01-01,NA,"feminism definition","what is feminism","radical feminism","sex positive feminism","love joy feminism","feminist definition","third wave feminism","feminist theory","first wave feminism","feminism is for everybody","second wave feminism","i need feminism because","ladies against feminism","liberal feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","CA",2013-01-01,"feminism definition","lesbian feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","IN",2013-01-01,"lesbian feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","GB",2013-01-01,"feminism definition",NA,"liberal feminism","second wave feminism","sex positive feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","US",2013-02-01,NA,"feminism definition","what is feminism","feminism quotes","radical feminism","third wave feminism","sex positive feminism","second wave feminism","first wave feminism","love joy feminism","feminist theory","patriarchy","anti feminism","i need feminism because","liberal feminism","feminism meaning","feminism is for everybody","feminist definition","the feminine mystique","gloria steinem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","CA",2013-02-01,"feminism definition","what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","GB",2013-02-01,"what is feminism","feminism definition","liberal feminism","radical feminism","i need feminism because","sex positive feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","US",2013-03-01,NA,"feminism definition","what is feminism","second wave feminism","feminism quotes","radical feminism","first wave feminism","liberal feminism","history of feminism","third wave feminism","feminist definition","modern feminism","patriarchy","feminist theory","love joy feminism","intersectional feminism","i need feminism because","feminist movement","sex positive feminism","betty friedan","marxist feminism","misogyny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","CA",2013-03-01,"feminism definition","radical feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","IN",2013-03-01,"lesbian feminism","feminism in india",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","GB",2013-03-01,"feminism definition","what is feminism","feminism quotes","second wave feminism",NA,"third wave feminism","fifty shades of feminism","i need feminism because",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","US",2013-04-01,NA,"feminism definition","what is feminism","second wave feminism","feminism quotes","third wave feminism","black feminism","new feminism","radical feminism","waves of feminism","first wave feminism","feminist definition","equal rights amendment","patriarchy","feminism in the 1960s","liberal feminism","love joy feminism","everyday feminism","christian feminism","french feminism","margaret thatcher feminism","islamic feminism","margaret thatcher feminism quotes","articles on feminism","feminism is stupid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","CA",2013-04-01,"second wave feminism","radical feminism","what is feminism","liberal feminism","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","GB",2013-04-01,"thatcher feminism","feminism definition","what is feminism","margaret thatcher feminism","margaret thatcher","radical feminism",NA,"marxist feminism","liberal feminism","third wave feminism","post feminism","second wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","US",2013-05-01,NA,"feminism definition","what is feminism","feminism quotes","second wave feminism","radical feminism","third wave feminism","black feminism","first wave feminism","sex positive feminism","waves of feminism","post feminism","feminist definition","big name in feminism","anti feminism","feminist theory","love joy feminism","patriarchy","liberal feminism","i need feminism because","feminism in the 1960s","betty friedan","roe v wade","socialist feminism","bell hooks feminism is for everybody","equal rights amendment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","CA",2013-05-01,"feminism definition","lesbian feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","IN",2013-05-01,"lesbian feminism","feminism in india","feminism meaning","feminist meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","GB",2013-05-01,"feminism definition","radical feminism","liberal feminism",NA,"second wave feminism","socialist feminism","first wave feminism","marxist feminism","sex positive feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","US",2013-06-01,NA,"feminism definition","what is feminism","feminism quotes","sex positive feminism","radical feminism","third wave feminism","i need feminism because","love joy feminism","feminist definition","second wave feminism","ladies against feminism","liberal feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","CA",2013-06-01,"feminism definition","love joy feminism","lesbian feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","GB",2013-06-01,"feminism definition","sex positive feminism","what is feminism","i need feminism because",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","US",2013-07-01,NA,"feminism definition","what is feminism","radical feminism","third wave feminism","feminist definition","intersectional feminism","sex positive feminism","second wave feminism","everyday feminism","love joy feminism","jezebel","waves of feminism","types of feminism","i need feminism because","bell hooks","mra feminism","first wave feminism","anarcha feminism","liberal feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","US",2013-08-01,NA,"feminism definition","love joy feminism","what is feminism","feminism quotes","third wave feminism","radical feminism","first wave feminism","feminist definition","misandry","feminist theory","women against feminism","lesbian feminism","second wave feminism","feminism meaning","i need feminism because","everyday feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","IN",2013-08-01,"feminism in india","feminism meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","US",2013-09-01,NA,"feminism definition","what is feminism","feminist definition","radical feminism","third wave feminism","feminism quotes","first wave feminism","black feminism","second wave feminism","love joy feminism","anti feminism","liberal feminism","feminism is for everybody","women against feminism","sex positive feminism","types of feminism","patriarchy","what is a feminist","full frontal feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","GB",2013-09-01,"feminism definition","what is feminism",NA,"marxist feminism","marxism","third wave feminism","radical feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","US",2013-10-01,NA,"feminism definition","what is feminism","third wave feminism","feminism quotes","radical feminism","sex positive feminism","black feminism","second wave feminism","feminist definition","first wave feminism","love joy feminism","liberal feminism","waves of feminism","history of feminism","sexism","transnational feminism","anti feminism","patriarchy","full frontal feminism","intersectional feminism","socialist feminism","perrie edwards feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","CA",2013-10-01,"feminism definition","radical feminism","what is feminism","liberal feminism","second wave feminism",NA,"feminist theory","sex positive feminism","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","IN",2013-10-01,"lesbian feminism","feminism meaning","feminist meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","GB",2013-10-01,"what is feminism","feminism definition","radical feminism","marxist feminism","black feminism","feminism in london","cis feminism","feminism in london 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","US",2013-11-01,NA,"feminism definition","what is feminism","feminism quotes","second wave feminism","radical feminism","sex positive feminism","white feminism","third wave feminism","feminist definition","first wave feminism","post feminism","modern feminism","love joy feminism","patriarchy","feminist theory","black feminism","how feminism hurts men","feminism is for everybody","liberal feminism","feminist movement","lorde","joss whedon feminism","ladies against feminism","why feminism is bad","feminist criticism","i need feminism because","why we need feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","IN",2013-11-01,"lesbian feminism","feminism meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","GB",2013-11-01,NA,"feminism definition","what is feminism","radical feminism","post feminism","black feminism","history of feminism","intersectional feminism","third wave feminism","sex positive feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","US",2013-12-01,NA,"feminism definition","what is feminism","feminism quotes","beyonce","beyonce feminism","black feminism","radical feminism","third wave feminism","second wave feminism","feminism history","everyday feminism","feminist definition","liberal feminism","miley cyrus feminism","feminism is for everybody","first wave feminism","mra","waves of feminism","sex positive feminism","what is a feminist","anti feminism","bell hooks feminism is for everybody","chimamanda ngozi adichie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","CA",2013-12-01,"feminism definition","what is feminism","first wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","IN",2013-12-01,"lesbian feminism","feminism meaning","feminist meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","GB",2013-12-01,NA,"feminism definition","what is feminism","radical feminism","second wave feminism","third wave feminism","marxist feminism","beyonce feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","AU",2013-02-01,"feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","AU",2013-03-01,"feminism quotes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","AU",2013-05-01,"feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
